2020-04-28,195.588412335
2020-04-29,208.313674404
2020-04-30,208.301550488
2020-05-01,213.397340681
2020-05-02,213.444145428
2020-05-03,208.615738816
2020-05-04,205.483559459
2020-05-05,207.221691104
2020-05-06,204.925611913
2020-05-07,209.95427752
2020-05-08,210.562338674
2020-05-09,211.030267416
2020-05-10,185.895654056
2020-05-11,188.141442459
2020-05-12,186.52567889
2020-05-13,190.330998557
2020-05-14,193.14813326
2020-05-15,187.675265142
2020-05-16,188.54396256
2020-05-17,191.726712646
2020-05-18,203.430962368
2020-05-19,200.775675339
2020-05-20,197.055167754
2020-05-21,193.450712054
2020-05-22,194.968962785
2020-05-23,193.956501014
2020-05-24,184.935713621
2020-05-25,184.126078447
2020-05-26,180.85848375
2020-05-27,188.873739545
2020-05-28,192.465454406
2020-05-29,190.477237517
2020-05-30,201.839322432
2020-05-31,193.136219572
2020-06-01,202.743191847
2020-06-02,195.67106131
2020-06-03,195.936376702
2020-06-04,197.617442705
2020-06-05,196.797049427
2020-06-06,194.332066539
2020-06-07,194.068898596
2020-06-08,191.932109977
2020-06-09,191.12794354
2020-06-10,194.155451834
2020-06-11,181.64569029
2020-06-12,183.093351495
2020-06-13,182.88952679
2020-06-14,180.016542583
2020-06-15,175.660884913
2020-06-16,176.16175412
2020-06-17,177.835322096
2020-06-18,175.265505965
2020-06-19,173.008546427
2020-06-20,173.349807306
2020-06-21,172.493118114
2020-06-22,175.710191502
2020-06-23,180.541527799
2020-06-24,172.923174358
2020-06-25,172.364402878
2020-06-26,169.24605102
2020-06-27,162.125145845
2020-06-28,159.373086428
2020-06-29,160.104945531
2020-06-30,158.150457868
2020-07-01,157.098750796
2020-07-02,155.894338258
2020-07-03,155.235175865
2020-07-04,155.163461704
2020-07-05,153.753089508
2020-07-06,191.85861753
2020-07-07,184.370050181
2020-07-08,188.982994866
2020-07-09,185.679287338
2020-07-10,182.665088418
2020-07-11,182.839308048
2020-07-12,185.911909999
2020-07-13,182.113401221
2020-07-14,181.605026238
2020-07-15,179.674627256
2020-07-16,173.09607675
2020-07-17,172.047894368
2020-07-18,172.778358729
2020-07-19,171.995048967
2020-07-20,169.359893046
2020-07-21,177.380021141
2020-07-22,181.708164201
2020-07-23,184.259100738
2020-07-24,181.617737431
2020-07-25,190.270076577
2020-07-26,190.035672742
2020-07-27,207.326832655
2020-07-28,214.147535872
2020-07-29,213.399535311
2020-07-30,215.35566696
2020-07-31,229.83689492
2020-08-01,243.348351855
2020-08-02,217.816163563
2020-08-03,228.121800256
2020-08-04,224.668741146
2020-08-05,234.167890744
2020-08-06,236.602328145
2020-08-07,228.979685699
2020-08-08,232.745677756
2020-08-09,224.045060528
2020-08-10,225.998467551
2020-08-11,210.762320977
2020-08-12,209.290951821
2020-08-13,216.06024825
2020-08-14,212.026448755
2020-08-15,224.035776268
2020-08-16,222.831715151
2020-08-17,224.245788964
2020-08-18,217.295974426
2020-08-19,206.518108989
2020-08-20,208.948781396
2020-08-21,197.465516515
2020-08-22,196.658287133
2020-08-23,194.861115733
2020-08-24,203.832033307
2020-08-25,192.080829084
2020-08-26,191.415640009
2020-08-27,185.952148957
2020-08-28,191.779934957
2020-08-29,190.444002655
2020-08-30,196.501375694
2020-08-31,192.845446556
2020-09-01,203.66624124
2020-09-02,183.57164662
2020-09-03,152.348334241
2020-09-04,160.562438627
2020-09-05,162.099823598
2020-09-06,163.502220289
2020-09-07,174.154608569
2020-09-08,170.565470159
2020-09-09,169.576435513
2020-09-10,166.701677262
2020-09-11,167.564888111
2020-09-12,168.81569383
2020-09-13,162.761226182
2020-09-14,164.368589311
2020-09-15,165.812672407
2020-09-16,163.25206634
2020-09-17,164.247903732
2020-09-18,162.526073525
2020-09-19,162.292878114
2020-09-20,154.47374175
2020-09-21,146.248310872
2020-09-22,155.781179452
2020-09-23,150.522862719
2020-09-24,156.835248321
2020-09-25,155.911269265
2020-09-26,163.782019868
2020-09-27,170.013670678
2020-09-28,168.841487802
2020-09-29,172.311099288
2020-09-30,171.740230761
2020-10-01,170.319470663
2020-10-02,161.339874663
2020-10-03,160.807751289
2020-10-04,162.678134145
2020-10-05,163.300200977
2020-10-06,159.478825567
2020-10-07,163.362143829
2020-10-08,165.51464481
2020-10-09,168.665127804
2020-10-10,171.11810461
2020-10-11,172.03073646
2020-10-12,170.02912828
2020-10-13,170.63578286
2020-10-14,168.68661116
2020-10-15,169.44849157
2020-10-16,160.67299067
2020-10-17,159.39442086
2020-10-18,160.37284516
2020-10-19,159.98016622
2020-10-20,157.59208187
2020-10-21,164.80012617
2020-10-22,168.77922942
